989 177466
306 799 586
643 870 926
4 713 800
371 662 527
11 100 428
613 630 142
777 844 179
753 952 980
145 567 318
443 517 364
655 753 347
485 575 125
100 635 958
309 720 806
664 815 461
665 968 48
477 536 28
202 970 709
46 618 671
350 726 404
275 551 306
705 757 664
514 928 513
495 513 896
57 857 956
513 645 474
588 896 41
333 674 558
530 632 503
426 495 909
322 599 757
362 523 112
8 688 460
30 109 963
85 523 147
90 833 336
150 481 260
644 751 237
31 959 209
26 431 12
87 585 291
109 725 428
27 284 823
134 461 161
77 867 808
590 788 445
15 166 280
643 837 192
105 289 396
81 482 983
471 667 19
866 927 796
410 724 663
49 455 329
618 785 973
158 766 162
430 789 230
266 534 998
800 932 445
5 536 137
882 935 336
479 652 487
201 849 871
792 986 65
117 773 556
847 941 222
217 328 133
232 683 754
402 926 21
66 348 874
521 720 159
509 982 311
481 955 917
288 947 635
164 793 759
149 437 859
86 220 323
5 666 657
296 639 731
81 716 837
135 866 450
122 252 960
42 948 546
254 725 415
174 933 13
582 879 178
253 574 209
128 899 551
55 517 502
214 344 580
239 401 80
412 812 185
499 671 192
396 891 542
584 955 258
707 820 287
141 750 547
255 817 928
317 956 573
279 725 458
605 818 966
16 325 336
351 522 828
208 667 64
178 305 368
162 951 797
686 779 930
433 583 695
573 813 894
445 856 106
541 763 734
287 568 576
259 940 923
454 469 548
379 864 763
78 613 599
156 480 39
664 887 22
318 523 750
78 508 963
104 211 903
327 599 19
211 784 700
217 865 601
42 466 54
808 813 744
271 842 708
61 489 733
63 670 268
47 623 513
13 405 109
439 491 171
428 961 473
595 798 944
811 902 70
422 970 475
494 923 770
187 226 256
150 604 170
265 919 752
578 738 188
205 461 492
593 965 884
381 842 271
44 666 764
446 577 914
285 983 573
129 574 640
816 872 241
19 824 802
164 539 850
60 717 146
572 606 452
378 585 649
494 543 516
28 182 701
254 271 678
172 459 454
601 817 383
604 727 766
218 856 727
815 974 404
302 849 301
411 897 982
32 476 141
306 691 749
315 797 546
858 882 387
877 897 117
228 317 968
609 709 727
326 594 773
197 685 89
168 392 956
850 868 557
191 962 577
73 678 913
950 976 547
325 498 860
97 433 498
734 975 71
83 443 291
253 695 369
611 630 923
32 584 990
687 821 934
535 629 157
54 723 656
96 178 1
252 903 102
423 585 411
407 875 794
264 927 92
313 864 456
323 410 324
617 903 297
602 860 404
199 558 351
389 905 354
75 629 785
451 695 364
69 393 210
508 699 621
194 558 758
661 833 320
634 694 405
329 550 185
44 697 647
28 691 227
60 960 19
436 852 308
170 851 93
17 255 115
110 205 676
639 666 722
31 528 214
745 939 304
515 594 998
408 709 699
42 972 454
596 729 756
887 923 535
455 491 609
146 617 218
441 967 29
367 596 54
303 687 30
263 749 492
324 338 708
172 444 377
214 316 133
466 651 74
111 908 749
37 186 572
129 599 802
74 86 623
41 959 115
639 728 289
420 969 337
261 600 556
320 818 12
230 302 932
85 780 507
449 945 491
118 301 658
150 453 137
238 683 268
85 202 408
260 666 480
232 835 492
648 729 506
192 357 714
369 555 825
2 861 287
14 115 588
338 617 617
625 956 828
198 567 367
285 734 120
598 625 452
240 549 16
217 790 986
110 751 944
770 888 312
237 812 981
188 959 820
328 632 864
211 265 664
81 531 140
612 896 595
192 946 419
724 752 100
781 787 639
229 849 688
49 68 889
126 745 308
764 919 785
297 328 589
29 284 353
675 710 846
139 203 349
372 932 119
398 475 249
391 861 30
1 100 5
198 519 614
325 641 13
592 838 666
72 170 894
723 821 446
113 739 72
26 784 719
126 336 675
347 762 648
58 893 535
327 747 200
500 578 88
34 731 390
600 825 294
677 762 303
223 567 750
122 795 281
207 948 75
184 284 73
868 929 978
361 534 945
130 412 743
243 686 226
8 355 80
675 949 420
420 649 357
368 540 778
253 889 780
121 251 126
294 316 15
155 791 412
66 464 350
351 547 560
324 526 524
114 441 202
247 273 655
525 853 717
329 562 200
282 462 165
613 868 621
562 939 907
206 341 924
268 485 353
75 102 3
14 804 451
371 802 665
52 516 873
430 466 789
230 295 824
3 210 782
183 669 735
929 953 379
100 611 907
6 275 760
299 779 428
707 748 319
470 741 501
98 816 749
97 509 119
46 966 100
58 482 572
265 881 873
51 72 758
702 750 776
112 510 170
357 640 584
472 501 464
304 902 685
630 842 191
494 857 55
176 921 947
271 723 898
1 442 883
265 670 334
49 758 583
630 919 868
458 750 500
588 589 576
204 261 577
624 676 186
206 256 655
563 819 840
434 742 361
136 588 239
571 778 542
793 933 54
548 927 998
586 734 432
348 577 698
462 684 425
198 807 82
75 465 111
447 905 14
485 789 118
322 393 906
352 801 999
261 715 776
128 571 249
208 512 63
15 392 218
141 961 59
318 926 395
156 314 502
28 427 350
40 749 448
341 871 268
226 521 542
692 737 429
237 642 72
257 825 559
49 514 437
513 788 60
5 457 511
197 492 292
234 421 538
368 792 331
171 787 870
669 779 443
225 623 287
82 320 324
58 934 383
242 504 102
812 919 883
16 261 30
49 201 454
191 221 702
33 692 929
382 643 651
120 210 292
173 425 922
186 866 435
547 900 728
291 508 271
504 863 291
527 846 758
238 620 774
63 433 381
288 618 129
127 552 860
123 260 890
388 631 708
338 819 155
608 643 545
461 703 408
160 425 420
95 883 494
513 962 993
111 536 564
303 579 996
773 858 251
169 377 235
117 189 28
13 597 591
227 962 354
193 963 130
458 702 407
65 366 630
119 908 400
590 792 264
305 564 655
592 756 461
48 236 928
299 508 532
287 760 482
286 378 21
562 751 370
451 591 533
371 794 881
459 535 115
387 711 764
34 697 937
370 460 894
146 728 202
404 940 876
80 294 149
531 822 380
230 829 895
113 121 390
574 787 698
579 804 583
5 522 257
441 769 825
640 856 834
220 252 190
494 577 506
388 792 928
281 336 149
157 860 920
806 982 76
310 572 38
386 556 825
418 727 293
368 816 91
7 725 973
395 665 860
517 534 891
287 772 306
523 651 244
375 972 136
333 741 69
546 787 661
361 855 161
757 965 21
275 827 607
174 752 197
60 466 275
184 725 904
43 852 752
157 483 588
455 658 421
12 598 996
157 375 125
77 796 285
249 813 637
202 221 939
273 311 357
557 772 19
62 749 4
116 775 14
55 482 434
20 373 943
154 747 186
65 887 61
209 722 449
82 604 945
524 831 220
211 271 104
688 876 402
252 536 992
259 371 112
23 314 851
229 441 695
67 444 753
1 209 460
498 563 290
607 668 394
275 830 485
272 826 161
270 322 58
350 608 931
73 928 635
187 939 412
592 630 380
248 388 462
2 462 273
190 637 317
112 918 580
531 593 985
186 621 43
171 683 907
95 630 454
136 814 64
548 816 381
16 869 39
14 582 886
23 365 273
623 878 134
238 734 687
347 470 401
319 644 1
365 459 474
293 607 9
638 855 210
631 810 936
233 903 542
579 939 99
598 811 771
538 795 773
846 886 767
467 656 663
173 230 381
504 568 541
584 965 15
404 717 678
490 802 806
6 766 809
448 880 553
180 710 599
104 911 701
436 710 242
171 200 548
402 638 556
719 957 44
504 964 590
95 359 126
275 726 90
656 841 774
209 616 515
197 900 4
647 832 258
148 765 552
130 205 166
89 248 280
833 960 846
43 473 129
85 969 187
419 621 591
246 505 428
23 333 891
353 808 800
201 310 717
356 808 545
154 984 569
186 831 571
23 813 928
573 725 387
113 666 26
414 463 630
520 553 42
771 786 143
197 885 464
169 523 643
309 753 542
81 974 619
233 780 21
224 682 501
440 598 505
142 241 775
777 837 88
498 792 377
199 422 989
106 935 853
282 290 971
74 885 572
41 585 850
181 532 300
276 349 190
687 691 652
317 391 683
667 849 884
21 39 706
776 835 915
370 392 216
544 627 431
547 664 735
597 986 247
261 982 152
11 97 728
291 292 788
423 453 298
11 53 534
255 876 657
926 987 624
916 946 63
148 551 264
760 970 662
252 678 427
29 614 888
461 602 953
126 545 917
777 781 337
373 533 138
472 660 340
247 660 640
66 193 36
450 572 31
20 310 796
171 916 871
25 387 646
275 479 192
443 974 497
10 170 274
218 604 887
100 834 185
343 582 178
952 971 693
316 567 888
235 912 108
119 851 617
147 461 353
385 487 994
147 676 803
57 142 24
143 754 470
574 909 585
405 686 64
698 944 166
63 302 210
385 880 312
650 747 463
348 529 713
190 196 905
371 829 905
662 803 85
769 910 768
188 503 280
32 765 739
286 533 684
614 819 593
166 746 713
104 475 506
117 603 206
378 416 681
315 566 159
282 885 82
283 381 443
198 377 32
619 971 724
244 805 29
351 360 285
83 774 738
699 946 605
166 411 650
87 973 899
349 450 168
130 251 790
454 739 335
149 549 787
475 674 499
360 774 305
57 176 27
392 531 489
326 417 188
472 960 119
214 785 293
132 271 528
114 551 561
237 611 897
625 939 530
225 941 107
626 795 345
31 798 872
909 946 680
703 914 603
215 267 358
335 489 548
205 961 226
247 737 938
436 442 905
465 949 54
334 950 315
406 444 263
260 314 610
401 868 637
344 631 408
272 725 191
452 721 21
134 403 555
594 860 591
504 733 14
238 713 871
636 890 151
892 899 929
230 282 890
345 359 845
92 108 723
624 706 769
13 322 940
234 752 849
536 664 522
589 799 157
163 758 995
255 444 832
260 362 226
131 439 774
58 703 492
493 563 18
788 942 228
540 696 664
60 218 387
555 756 82
190 759 680
303 340 645
461 873 265
500 780 882
799 863 50
354 963 174
12 499 212
203 218 292
37 777 690
303 867 665
50 673 7
31 857 149
261 845 552
118 904 447
435 657 896
199 345 92
410 695 388
70 258 556
735 977 124
14 850 430
191 949 630
122 200 758
6 452 20
208 703 320
98 942 93
492 750 556
392 579 689
592 598 463
275 416 980
447 870 288
25 247 995
122 713 161
314 809 463
137 697 69
305 962 464
227 243 568
272 611 741
351 589 168
774 837 778
6 126 732
184 456 325
374 821 932
179 931 94
256 832 347
111 520 759
111 207 8
42 978 457
625 713 382
125 643 471
357 673 739
213 338 308
241 736 480
526 589 289
65 356 434
70 391 244
405 630 672
18 762 478
682 721 830
443 598 252
125 288 710
410 889 102
130 796 516
461 626 413
357 452 978
270 972 287
56 977 563
239 825 9
584 714 738
573 646 414
32 138 344
402 988 356
60 457 332
261 877 439
170 884 39
354 555 118
704 738 558
315 455 195
557 867 405
305 377 395
101 525 327
69 594 51
359 616 922
802 945 725
168 345 663
230 960 161
614 931 833
813 847 573
148 834 949
474 649 154
860 941 356
211 783 845
285 434 511
89 747 825
360 739 736
25 434 702
75 212 221
583 766 394
243 500 29
206 911 414
142 264 658
4 847 814
551 902 818
526 935 651
843 856 9
109 454 837
123 245 266
94 219 767
540 811 340
364 406 303
338 936 558
89 356 880
210 522 146
392 894 132
565 899 738
135 381 47
190 789 804
165 869 46
574 753 48
92 473 122
345 571 525
446 897 21
98 947 913
102 868 870
314 936 161
184 430 410
217 290 571
173 494 68
504 507 87
117 163 435
133 909 783
221 548 385
823 924 117
232 938 885
64 917 10
112 721 576
18 651 602
183 893 7
347 840 839
505 928 13
740 830 443
941 958 535
388 928 802
196 496 294
342 974 687
110 566 58
776 867 974
145 537 778
528 726 881
370 542 34
982 985 606
391 925 137
96 480 59
193 239 176
766 812 158
305 830 918
275 317 241
153 773 635
39 294 602
430 658 218
647 836 565
203 760 505
406 681 590
87 544 14
584 989 634
760 790 326
223 614 895
225 953 96
210 786 842
98 961 535
655 811 842
393 535 612
7 609 653
324 614 771
189 224 782
1 559 242
45 523 210
319 684 618
464 964 994
657 709 515
16 486 268
49 349 237
185 754 711
599 957 466
452 629 906
426 562 277
648 960 571
256 767 452
514 841 780
33 141 623
905 979 837
747 913 874
511 617 764
54 758 566
77 599 857
55 159 564
402 557 388
739 851 922
488 750 901
198 632 458
45 722 88
694 968 552
695 791 983
687 753 206
595 685 698
656 838 795
613 620 60
155 596 55
906 987 430
963 975 317
10 304 37
98 473 904
253 302 459
575 705 756
536 620 259
65 116 796
53 829 466
28 103 377
492 539 885
547 698 722
440 813 900
585 759 215
354 593 539
160 988 915
301 965 616
788 922 635
9 910 911
445 464 723
355 800 372
745 981 935
181 635 668
346 843 197
109 613 867
462 670 190
397 717 930
86 694 774
805 909 534
47 426 834
756 867 586
166 543 409
913 961 370
785 964 128
80 444 438
385 802 44
77 784 745
425 718 108
283 969 109
120 188 649
210 615 517
87 318 525
70 693 268
264 490 355
601 945 574
631 687 482
420 981 491
632 959 90
39 550 156
437 872 430
726 854 249
144 755 507
923 983 117
283 316 345
519 577 479
367 706 475
529 641 286
620 690 159
423 567 48
365 757 630
810 830 633
105 528 463
66 191 706
693 698 106
113 145 387
604 662 842
674 898 234
143 529 553
188 977 855
500 935 352
683 908 526
679 940 946
249 262 282
463 933 585
259 489 592
12 455 267
375 808 924
681 714 585
392 687 999
470 548 4
198 211 756
15 780 416
423 614 437
584 658 400
288 435 560
41 965 961
722 965 589
561 682 428
228 958 942
549 982 948
703 769 279
253 735 830
245 699 176
32 388 831
150 964 335
280 286 294
133 416 958
494 587 274
506 618 189
553 581 448
431 671 882
687 710 813
120 183 548
721 723 335
578 777 698
532 750 593
92 931 686
642 849 135
116 979 278
5 624 233
634 653 148
706 721 597
430 939 280
166 516 98
400 738 692
617 800 916
570 858 974
590 611 762
30 572 748
572 721 536
116 549 316
69 89 187
56 861 102
103 801 314
566 766 589
449 894 443
305 363 362
424 756 259
44 164 531
677 956 19
200 698 702
51 976 543
311 425 623
432 745 46
57 470 871
281 913 844
126 172 124
302 359 270
172 681 791
46 57 904
89 650 187
82 394 612
579 715 46
139 469 820
550 920 316
699 944 389
240 753 688
785 886 897
340 428 813
360 745 373
266 712 780
656 851 393
445 467 673
120 335 128
646 974 486
428 706 858
83 727 669
282 654 970
294 623 188
55 704 179
356 764 294
101 862 101
149 884 456
556 907 89
560 895 666
895 902 412
712 901 956
623 662 704
58 973 811
229 362 205
413 730 494
560 754 835
112 546 385
279 811 402
171 818 753
195 399 632
274 717 300
143 808 731
394 618 888
42 336 528
223 354 521
494 589 339
795 822 354
622 790 900
452 548 843
779 940 303
403 727 507
433 919 274
34 741 33
152 208 225
340 932 293
175 807 306
252 595 418
594 792 372
271 473 516
261 555 274
443 774 101
732 923 793
82 712 226
556 583 772
199 614 574
677 680 608
373 634 537
185 689 885
799 924 135
447 750 474
481 751 428
123 698 604
10 494 458
221 383 29
39 819 181
170 894 590
820 943 887
244 627 752
846 905 125
578 850 978
463 909 89
14 103 193
445 490 81
670 910 254
310 662 148
56 969 754
570 954 930
125 515 182
740 944 886
634 864 410
302 555 951
718 806 988
449 669 509
151 836 967
376 923 83
759 791 146
105 614 430
340 563 504
11 879 542
238 783 468
46 835 9
108 195 331
164 758 289
67 93 778
626 668 746
247 862 443
732 938 536
250 970 962
22 377 222
917 966 134
173 212 361
374 911 536
914 964 571
464 970 340
329 333 276
753 885 871
141 754 671
381 789 52
786 923 864
47 86 816
109 236 790
153 870 893
294 413 713
208 323 897
475 863 760
194 911 644
258 679 487
347 777 215
458 782 310
126 441 673
868 879 755
356 735 550
177 452 384
341 591 159
432 922 775
289 915 737
218 865 362
326 818 760
449 569 692
102 458 108
580 843 539
9 445 118
18 120 647
186 734 303
880 906 193
681 844 493
18 875 709
251 448 516
62 421 600
286 965 488
278 984 238
567 737 394
759 977 808
271 777 91
33 131 59
435 901 568
594 787 3
217 960 90
143 330 86
924 937 693
516 721 672
191 252 23
144 672 620
455 784 922
99 678 744
120 612 420
453 975 33
178 682 485
25 62 148
237 595 308
53 811 115
261 540 419
831 868 36
229 292 948
4 139 82
118 282 346
210 521 666
471 787 707
483 487 771
167 951 532
377 539 153
101 731 571
197 827 199
242 574 423
684 911 86
174 544 404
732 933 802
27 74 642
25 572 408
501 768 927
74 106 701
561 743 989
263 969 715
146 280 328
85 958 54
16 866 404
313 485 368
18 425 730
350 465 511
76 159 163
60 270 138
344 899 221
513 931 561
420 901 25
648 653 748
58 551 525
149 388 373
17 604 740
56 240 971
212 278 478
104 893 552
221 451 55
175 822 706
75 648 886
402 919 944
355 400 76
292 715 954
630 917 772
668 681 662
394 659 292
247 653 305
83 798 522
433 469 199
226 685 380
491 810 317
87 482 205
787 830 699
553 886 919
519 966 781
529 773 393
428 505 415
401 411 581
593 837 423
911 921 877
30 67 575
426 810 455
199 582 458
597 819 594
101 351 387
336 553 545
686 893 418
297 787 869
91 400 902
600 898 373
769 899 19
524 842 950
541 642 326
191 331 936
813 821 51
193 311 288
257 869 238
18 455 731
270 698 416
336 548 294
344 842 231
808 910 336
567 603 691
363 988 569
223 360 966
184 576 41
581 705 954
343 490 671
554 751 799
242 573 234
205 765 41
84 837 600
707 756 742
652 671 570
862 870 450
232 363 307
514 824 299
575 956 394
500 728 250
57 769 774
361 946 457
588 783 529
277 376 366
418 571 326
54 837 276
609 768 800
307 322 433
269 717 401
455 899 453
573 855 515
939 958 703
112 310 89
274 912 856
86 931 98
254 963 120
117 522 729
119 446 748
338 447 685
55 634 883
68 779 927
496 693 908
384 622 879
347 952 664
517 522 389
342 465 331
144 621 936
332 680 851
65 737 202
19 482 674
57 204 490
844 919 387
189 436 628
240 580 177
65 154 593
355 918 982
350 985 14
901 937 101
135 586 850
748 833 427
249 891 333
286 600 322
32 530 542
881 949 437
347 512 446
748 777 153
136 500 632
257 658 390
334 709 538
345 677 201
678 980 845
455 858 271
815 886 441
36 459 577
390 590 655
377 408 65
597 698 585
392 613 668
455 622 63
636 811 205
88 418 316
450 659 912
310 323 883
20 239 65
200 590 84
656 745 736
333 915 474
80 636 617
286 368 178
1 236 209
4 251 236
254 608 489
78 921 200
99 464 739
459 714 566
24 328 466
539 699 399
478 898 281
125 938 446
373 692 84
74 727 326
667 978 16
820 971 946
589 667 733
530 858 826
356 728 179
51 947 348
291 704 810
343 516 956
129 659 44
375 548 117
25 727 413
48 471 550
43 497 521
659 940 372
211 610 768
264 415 736
23 378 33
636 855 495
312 864 815
293 546 180
132 415 801
308 320 704
451 496 306
189 736 261
142 964 906
448 496 363
723 769 135
377 705 644
376 825 56
622 720 706
394 729 488
478 943 655
452 881 563
146 954 431
632 823 772
661 713 590
369 853 453
560 766 45
38 416 157
126 933 870
441 818 578
342 480 525
21 650 422
837 897 215
577 940 881
6 459 166
253 462 866
251 617 172
438 906 63
493 937 329
686 695 138
343 844 294
63 245 647
166 522 300
540 554 983
87 866 541
151 332 664
697 968 571
230 704 722
212 350 107
356 609 578
516 528 713
357 396 519
297 721 567
64 701 189
561 819 523
343 606 666
716 979 567
141 566 895
535 840 808
177 677 968
39 102 843
435 980 975
184 261 680
144 833 524
164 651 648
276 828 3
4 903 532
156 461 956
139 415 467
545 968 492
544 873 741
25 85 725
510 829 907
399 631 805
44 717 998
585 905 730
200 260 971
175 674 56
503 935 378
35 582 300
503 705 208
186 290 263
626 775 80
437 913 322
95 362 510
113 719 741
819 948 227
345 730 716
370 515 202
512 678 141
344 794 928
129 601 691
591 847 433
728 799 282
80 643 316
540 774 832
77 630 760
73 762 364
487 660 920
60 98 116
570 929 640
233 390 819
128 255 309
21 221 945
69 87 895
290 862 887
138 728 310
703 717 169
356 529 328
105 187 514
668 702 167
697 704 182
254 586 81
646 719 575
326 846 740
128 675 295
591 788 627
172 949 381
623 856 915
223 945 876
24 487 69
542 787 311
373 770 365
609 705 701
408 798 83
378 727 870
401 425 678
33 503 394
496 877 751
81 778 840
31 265 637
203 233 630
501 528 307
347 424 306
876 920 181
364 916 547
295 886 484
45 788 550
196 455 516
668 899 47
554 982 296
441 520 585
64 596 178
227 449 848
1 557 55
103 368 624
211 951 134
202 483 187
220 353 235
7 87 776
113 823 626
257 859 359
10 400 440
590 853 766
366 835 667
629 787 495
818 883 463
904 937 357
108 499 170
222 346 977
397 589 340
221 394 304
131 689 362
182 692 617
99 637 521
713 732 440
416 587 222
365 671 347
507 845 901
214 232 247
169 876 969
266 500 413
177 656 799
460 701 846
539 839 522
583 851 450
479 901 384
410 971 118
29 539 957
614 833 461
460 958 371
196 212 866
138 249 308
555 768 796
509 709 524
793 821 991
777 984 732
333 497 756
383 977 241
220 859 44
4 946 192
471 732 635
343 649 722
140 334 923
133 582 699
216 598 506
154 707 630
148 839 680
35 234 712
438 870 753
12 435 339
725 830 713
48 566 196
331 451 273
637 964 810
200 905 58
761 775 735
67 153 414
108 846 512
499 895 777
323 959 702
397 578 750
640 975 831
453 513 700
292 569 175
36 423 834
109 789 970
274 283 272
316 723 859
60 601 274
545 552 304
641 932 226
164 792 73
122 943 278
364 629 120
528 673 476
77 601 126
515 660 1000
50 412 313
19 82 127
555 581 851
148 243 738
268 521 95
33 200 633
309 977 17
644 989 904
195 198 179
578 989 148
31 882 305
520 592 914
145 711 946
388 531 427
216 386 383
152 260 382
569 867 494
206 672 984
50 758 409
813 873 949
3 364 851
97 118 847
918 957 569
285 312 486
363 618 573
258 809 935
26 201 318
421 648 823
210 318 549
752 827 325
528 987 25
289 570 100
293 531 226
582 804 261
8 832 228
355 500 723
64 878 923
50 791 426
293 439 635
376 639 810
474 775 162
366 908 601
959 986 586
279 632 801
387 722 165
640 972 985
71 952 255
763 774 437
74 964 151
796 840 902
644 837 4
773 796 847
307 467 759
476 531 138
247 775 123
318 404 262
311 788 650
306 676 555
2 701 725
182 292 627
119 838 782
376 978 955
384 916 384
506 792 675
203 584 719
638 978 188
324 942 654
52 880 491
250 532 449
73 795 122
126 175 132
352 628 403
166 259 21
392 869 997
794 965 479
711 827 357
532 713 343
848 948 68
127 289 22
414 929 123
308 671 335
543 946 303
287 579 927
303 776 258
11 55 688
274 484 819
442 607 353
579 825 270
157 670 349
64 272 240
81 742 274
315 562 469
402 423 763
67 527 136
552 604 551
709 937 13
597 842 533
322 593 676
93 948 501
276 905 280
223 944 311
35 679 225
730 974 220
82 841 57
81 216 975
274 712 443
333 722 461
420 700 151
603 749 225
147 958 492
478 572 842
817 914 524
323 498 276
2 380 451
242 537 297
118 733 225
544 553 619
757 877 980
463 875 388
507 825 252
585 695 574
498 532 393
50 745 394
61 703 77
255 418 609
298 508 870
105 736 590
19 923 960
77 929 945
633 850 345
663 755 133
297 850 969
345 734 70
165 467 762
320 552 688
273 459 955
86 403 508
112 566 641
455 538 454
105 113 535
362 551 299
122 935 398
516 633 37
270 419 257
398 604 390
221 470 364
698 895 356
185 618 288
197 325 301
885 954 358
392 625 767
257 736 341
321 629 184
367 541 236
312 682 31
70 140 979
742 873 631
107 843 943
317 926 111
308 567 241
72 620 915
783 852 844
141 639 134
721 889 721
259 704 986
385 493 972
57 295 230
81 906 609
2 314 424
212 401 325
303 605 818
295 318 898
185 450 999
420 836 985
22 901 397
585 947 932
138 434 14
510 703 992
304 782 573
817 920 223
399 722 110
402 439 688
68 594 518
59 110 806
71 96 587
91 883 324
356 487 967
74 308 96
106 292 307
14 107 882
172 255 202
115 297 619
146 792 271
830 854 622
452 893 206
633 885 721
674 692 606
461 723 763
14 604 112
334 377 55
487 629 854
597 877 956
288 789 903
89 175 630
126 449 410
89 633 467
291 408 409
199 645 708
349 467 690
521 778 879
801 881 808
343 975 49
565 678 97
405 745 779
100 425 636
156 676 375
22 862 968
431 753 203
131 177 603
108 437 505
24 363 200
772 813 468
358 482 782
313 536 1000
220 418 331
368 710 532
408 835 857
912 929 47
260 545 846
388 978 311
748 895 64
176 276 856
319 683 306
89 530 653
84 218 13
839 970 761
570 876 599
92 165 428
275 767 518
510 907 678
16 692 327
94 229 667
152 157 93
833 853 522
106 318 851
267 818 179
533 856 544
408 703 713
583 804 636
499 891 338
765 798 629
386 515 326
342 979 823
661 688 24
76 727 986
571 837 8
337 938 379
133 643 305
497 513 283
78 517 254
519 583 69
473 708 802
456 934 838
187 191 43
43 840 174
629 671 827
59 735 893
550 987 395
155 489 215
407 878 471
265 700 300
437 494 666
358 503 45
63 116 111
150 601 286
260 325 237
451 874 336
357 459 33
522 667 559
580 973 573
363 528 482
736 915 407
668 953 13
272 316 699
821 932 446
207 838 550
207 943 560
173 582 252
827 923 82
47 962 993
519 795 459
538 736 670
259 855 879
296 647 224
136 603 637
516 525 588
460 674 10
627 766 14
355 771 231
898 982 326
696 907 21
238 467 399
297 694 177
679 938 331
647 896 951
113 969 296
312 545 460
288 522 794
742 816 531
170 954 440
266 946 553
379 940 204
137 340 397
122 229 887
499 512 324
439 970 108
404 792 117
587 690 776
408 453 494
44 671 416
127 859 737
672 730 730
268 770 956
739 832 772
316 890 573
10 779 470
303 836 423
163 755 324
360 566 778
532 916 711
296 455 981
102 252 150
758 830 595
659 702 152
654 949 346
398 789 457
478 875 208
565 730 446
106 362 367
1 342 419
37 377 473
909 927 217
21 420 172
634 866 136
101 268 206
951 968 322
41 903 228
250 556 410
730 801 577
348 724 228
361 659 734
572 618 873
238 869 461
309 598 333
97 431 175
261 364 437
329 672 305
500 801 130
127 901 479
435 838 648
763 965 538
472 621 106
492 887 82
306 574 916
460 910 975
469 628 210
396 906 823
60 976 229
445 807 963
334 366 762
607 925 873
121 677 665
631 778 741
328 431 909
591 717 197
208 884 447
489 530 5
632 746 40
817 978 712
306 655 179
142 522 161
318 957 374
44 233 343
307 986 688
464 578 965
385 905 336
32 238 516
826 834 757
180 965 833
132 850 954
124 326 562
187 899 749
274 750 824
841 964 105
224 493 317
168 901 600
372 731 939
621 686 318
558 981 192
209 372 210
353 660 563
392 898 57
112 165 579
72 206 266
408 603 346
436 798 12
750 939 534
382 572 624
214 556 432
706 758 633
592 632 895
822 860 755
259 766 19
483 737 798
69 660 674
84 213 972
123 183 180
423 448 676
609 770 177
281 825 841
395 728 813
429 570 668
512 732 516
539 679 238
203 732 46
772 973 720
343 940 132
455 583 582
184 448 172
91 217 216
572 968 941
9 177 89
488 975 233
6 691 345
434 452 641
706 933 223
624 987 632
330 452 488
273 702 811
123 229 248
296 491 648
108 297 567
294 556 196
787 948 491
482 935 648
3 779 152
504 931 473
583 939 94
120 577 645
448 465 734
275 747 370
396 975 697
155 326 74
151 639 28
201 666 142
385 959 840
271 912 659
287 608 776
542 702 555
709 977 922
92 835 463
41 673 122
246 497 90
813 837 868
318 854 922
437 907 152
254 607 548
455 613 465
208 747 963
141 683 441
151 339 803
60 559 993
21 161 468
586 944 833
423 828 423
450 743 627
658 785 276
659 827 232
3 540 61
363 570 293
468 552 948
402 475 716
61 259 357
721 914 421
299 677 21
33 708 782
4 42 756
333 473 165
482 501 572
509 557 932
580 648 175
477 875 22
354 700 690
192 267 870
845 926 153
209 360 831
276 960 535
359 531 136
239 654 974
227 485 747
786 981 143
759 812 986
420 822 334
311 557 67
27 536 311
122 350 361
586 677 653
51 289 639
342 370 415
380 772 480
198 443 476
786 869 88
538 637 225
948 989 855
49 199 975
69 627 929
614 921 106
62 129 202
90 336 475
470 862 612
229 412 41
114 846 116
148 585 748
221 703 580
135 678 634
790 842 243
274 657 741
481 841 764
370 381 274
534 696 613
68 764 614
578 720 815
343 924 860
473 480 181
700 900 526
373 984 568
238 536 232
197 205 872
378 920 277
476 723 318
44 603 611
506 928 523
101 897 984
306 499 805
253 790 306
142 846 848
9 75 706
458 988 382
560 861 742
342 647 538
856 880 130
159 867 137
96 961 15
273 467 662
551 729 924
396 399 617
237 618 423
627 959 722
605 606 582
227 369 642
443 773 562
442 633 420
632 668 380
46 167 884
598 825 733
44 437 727
161 453 471
29 124 107
114 230 921
403 542 265
549 859 599
370 683 828
97 99 504
721 753 238
192 451 540
362 792 990
562 846 772
169 209 656
415 450 332
403 494 268
91 114 614
176 282 460
896 904 945
327 623 954
430 702 889
567 904 576
427 549 419
93 969 700
96 384 203
35 405 646
683 771 5
456 663 122
16 833 255
337 447 85
617 831 226
768 809 461
536 760 756
934 966 850
22 111 915
81 888 258
296 870 552
930 939 974
40 758 731
319 889 92
103 331 356
251 469 280
605 734 267
104 557 24
60 707 612
552 918 935
82 354 572
322 582 289
284 859 803
2 417 116
430 637 885
510 832 756
760 794 286
511 607 934
193 523 226
359 880 483
659 794 964
9 954 533
31 739 965
186 407 809
263 318 448
456 584 830
95 218 802
329 483 133
71 561 959
129 648 761
61 969 441
332 929 313
465 673 877
306 761 725
251 795 391
194 472 348
481 726 939
393 663 267
331 674 316
823 883 442
91 567 901
126 203 433
365 379 931
134 773 120
902 943 327
77 523 235
589 734 372
167 605 397
658 813 310
1 172 998
